bytes,jafont,lead_hex,slot_hex,slot_decimal,row_1based,column_1based,unicode,char,source_glyph,notes
C1 30,jafont_8.tex,C1,30,48,4,1,U+AED1,껑,hangulfont_1.tex.png:CC,exact ff7K(PC).tbl byte position
C1 31,jafont_8.tex,C1,31,49,4,2,U+AED8,께,hangulfont_1.tex.png:CD,exact ff7K(PC).tbl byte position
C1 32,jafont_8.tex,C1,32,50,4,3,U+AED9,껙,hangulfont_1.tex.png:CE,exact ff7K(PC).tbl byte position
C1 33,jafont_8.tex,C1,33,51,4,4,U+AEDC,껜,hangulfont_1.tex.png:CF,exact ff7K(PC).tbl byte position
C1 35,jafont_8.tex,C1,35,53,4,6,U+AEE8,껨,hangulfont_1.tex.png:D0,exact ff7K(PC).tbl byte position
C1 36,jafont_8.tex,C1,36,54,4,7,U+AEEB,껫,hangulfont_1.tex.png:D1,exact ff7K(PC).tbl byte position
C1 37,jafont_8.tex,C1,37,55,4,8,U+AEED,껭,hangulfont_1.tex.png:D2,exact ff7K(PC).tbl byte position
C1 38,jafont_8.tex,C1,38,56,4,9,U+AEF4,껴,hangulfont_1.tex.png:D3,exact ff7K(PC).tbl byte position
C1 39,jafont_8.tex,C1,39,57,4,10,U+AEF8,껸,hangulfont_1.tex.png:D4,exact ff7K(PC).tbl byte position
C1 3A,jafont_8.tex,C1,3A,58,4,11,U+AEFC,껼,hangulfont_1.tex.png:D5,exact ff7K(PC).tbl byte position
C1 3B,jafont_8.tex,C1,3B,59,4,12,U+AF07,꼇,hangulfont_1.tex.png:D6,exact ff7K(PC).tbl byte position
C1 3C,jafont_8.tex,C1,3C,60,4,13,U+AF08,꼈,hangulfont_1.tex.png:D7,exact ff7K(PC).tbl byte position
C1 3D,jafont_8.tex,C1,3D,61,4,14,U+AF0D,꼍,hangulfont_1.tex.png:D8,exact ff7K(PC).tbl byte position
C1 3E,jafont_8.tex,C1,3E,62,4,15,U+AF10,꼐,hangulfont_1.tex.png:D9,exact ff7K(PC).tbl byte position
C1 3F,jafont_8.tex,C1,3F,63,4,16,U+AF2C,꼬,hangulfont_1.tex.png:DA,exact ff7K(PC).tbl byte position
C1 40,jafont_8.tex,C1,40,64,5,1,U+AF2D,꼭,hangulfont_1.tex.png:DB,exact ff7K(PC).tbl byte position
C1 41,jafont_8.tex,C1,41,65,5,2,U+AF30,꼰,hangulfont_1.tex.png:DC,exact ff7K(PC).tbl byte position
C1 42,jafont_8.tex,C1,42,66,5,3,U+AF32,꼲,hangulfont_1.tex.png:DD,exact ff7K(PC).tbl byte position
C1 43,jafont_8.tex,C1,43,67,5,4,U+AF34,꼴,hangulfont_1.tex.png:DE,exact ff7K(PC).tbl byte position
C1 44,jafont_8.tex,C1,44,68,5,5,U+AF3C,꼼,hangulfont_1.tex.png:DF,exact ff7K(PC).tbl byte position
C1 45,jafont_8.tex,C1,45,69,5,6,U+AF3D,꼽,hangulfont_1.tex.png:E0,exact ff7K(PC).tbl byte position
C1 46,jafont_8.tex,C1,46,70,5,7,U+AF3F,꼿,hangulfont_1.tex.png:E1,exact ff7K(PC).tbl byte position
C1 47,jafont_8.tex,C1,47,71,5,8,U+AF41,꽁,hangulfont_1.tex.png:E2,exact ff7K(PC).tbl byte position
C1 48,jafont_8.tex,C1,48,72,5,9,U+AF42,꽂,hangulfont_1.tex.png:E3,exact ff7K(PC).tbl byte position
C1 4A,jafont_8.tex,C1,4A,74,5,11,U+AF43,꽃,hangulfont_1.tex.png:E4,exact ff7K(PC).tbl byte position
C1 4B,jafont_8.tex,C1,4B,75,5,12,U+AF48,꽈,hangulfont_1.tex.png:E5,exact ff7K(PC).tbl byte position
C1 4C,jafont_8.tex,C1,4C,76,5,13,U+AF49,꽉,hangulfont_1.tex.png:E6,exact ff7K(PC).tbl byte position
C1 4D,jafont_8.tex,C1,4D,77,5,14,U+AF50,꽐,hangulfont_1.tex.png:E7,exact ff7K(PC).tbl byte position
C1 4E,jafont_8.tex,C1,4E,78,5,15,U+AF5C,꽜,hangulfont_1.tex.png:E8,exact ff7K(PC).tbl byte position
C1 4F,jafont_8.tex,C1,4F,79,5,16,U+AF5D,꽝,hangulfont_1.tex.png:E9,exact ff7K(PC).tbl byte position
C1 50,jafont_8.tex,C1,50,80,6,1,U+AF64,꽤,hangulfont_1.tex.png:EA,exact ff7K(PC).tbl byte position
C1 51,jafont_8.tex,C1,51,81,6,2,U+AF65,꽥,hangulfont_1.tex.png:EB,exact ff7K(PC).tbl byte position
C1 52,jafont_8.tex,C1,52,82,6,3,U+AF79,꽹,hangulfont_1.tex.png:EC,exact ff7K(PC).tbl byte position
C1 53,jafont_8.tex,C1,53,83,6,4,U+AF80,꾀,hangulfont_1.tex.png:ED,exact ff7K(PC).tbl byte position
C1 54,jafont_8.tex,C1,54,84,6,5,U+AF84,꾄,hangulfont_1.tex.png:EE,exact ff7K(PC).tbl byte position
C1 55,jafont_8.tex,C1,55,85,6,6,U+AF88,꾈,hangulfont_1.tex.png:EF,exact ff7K(PC).tbl byte position
C1 56,jafont_8.tex,C1,56,86,6,7,U+AF90,꾐,hangulfont_1.tex.png:F0,exact ff7K(PC).tbl byte position
C1 57,jafont_8.tex,C1,57,87,6,8,U+AF91,꾑,hangulfont_1.tex.png:F1,exact ff7K(PC).tbl byte position
C1 58,jafont_8.tex,C1,58,88,6,9,U+AF95,꾕,hangulfont_1.tex.png:F2,exact ff7K(PC).tbl byte position
C1 59,jafont_8.tex,C1,59,89,6,10,U+AF9C,꾜,hangulfont_1.tex.png:F3,exact ff7K(PC).tbl byte position
C1 5A,jafont_8.tex,C1,5A,90,6,11,U+AFB8,꾸,hangulfont_1.tex.png:F4,exact ff7K(PC).tbl byte position
C1 5B,jafont_8.tex,C1,5B,91,6,12,U+AFB9,꾹,hangulfont_1.tex.png:F5,exact ff7K(PC).tbl byte position
C1 5C,jafont_8.tex,C1,5C,92,6,13,U+AFBC,꾼,hangulfont_1.tex.png:F6,exact ff7K(PC).tbl byte position
C1 5D,jafont_8.tex,C1,5D,93,6,14,U+AFC0,꿀,hangulfont_1.tex.png:F7,exact ff7K(PC).tbl byte position
C1 5F,jafont_8.tex,C1,5F,95,6,16,U+AFC7,꿇,hangulfont_1.tex.png:F8,exact ff7K(PC).tbl byte position
C1 60,jafont_8.tex,C1,60,96,7,1,U+AFC8,꿈,hangulfont_1.tex.png:F9,exact ff7K(PC).tbl byte position
C1 61,jafont_8.tex,C1,61,97,7,2,U+AFC9,꿉,hangulfont_1.tex.png:FA,exact ff7K(PC).tbl byte position
C1 62,jafont_8.tex,C1,62,98,7,3,U+AFCB,꿋,hangulfont_1.tex.png:FB,exact ff7K(PC).tbl byte position
C1 63,jafont_8.tex,C1,63,99,7,4,U+AFCD,꿍,hangulfont_1.tex.png:FC,exact ff7K(PC).tbl byte position
C1 64,jafont_8.tex,C1,64,100,7,5,U+AFCE,꿎,hangulfont_1.tex.png:FD,exact ff7K(PC).tbl byte position
C1 65,jafont_8.tex,C1,65,101,7,6,U+AFD4,꿔,hangulfont_1.tex.png:FE,exact ff7K(PC).tbl byte position
C1 66,jafont_8.tex,C1,66,102,7,7,U+AFDC,꿜,hangulfont_1.tex.png:FF,exact ff7K(PC).tbl byte position
C1 67,jafont_8.tex,C1,67,103,7,8,U+AFE8,꿨,hangulfont_2.tex.png:00,exact ff7K(PC).tbl byte position
C1 68,jafont_8.tex,C1,68,104,7,9,U+AFE9,꿩,hangulfont_2.tex.png:01,exact ff7K(PC).tbl byte position
C1 69,jafont_8.tex,C1,69,105,7,10,U+AFF0,꿰,hangulfont_2.tex.png:02,exact ff7K(PC).tbl byte position
C1 6A,jafont_8.tex,C1,6A,106,7,11,U+AFF1,꿱,hangulfont_2.tex.png:03,exact ff7K(PC).tbl byte position
C1 6B,jafont_8.tex,C1,6B,107,7,12,U+AFF4,꿴,hangulfont_2.tex.png:04,exact ff7K(PC).tbl byte position
C1 6C,jafont_8.tex,C1,6C,108,7,13,U+AFF8,꿸,hangulfont_2.tex.png:05,exact ff7K(PC).tbl byte position
C1 6D,jafont_8.tex,C1,6D,109,7,14,U+B000,뀀,hangulfont_2.tex.png:06,exact ff7K(PC).tbl byte position
C1 6E,jafont_8.tex,C1,6E,110,7,15,U+B001,뀁,hangulfont_2.tex.png:07,exact ff7K(PC).tbl byte position
C1 6F,jafont_8.tex,C1,6F,111,7,16,U+B004,뀄,hangulfont_2.tex.png:08,exact ff7K(PC).tbl byte position
C1 70,jafont_8.tex,C1,70,112,8,1,U+B00C,뀌,hangulfont_2.tex.png:09,exact ff7K(PC).tbl byte position
C1 71,jafont_8.tex,C1,71,113,8,2,U+B010,뀐,hangulfont_2.tex.png:0A,exact ff7K(PC).tbl byte position
C1 72,jafont_8.tex,C1,72,114,8,3,U+B014,뀔,hangulfont_2.tex.png:0B,exact ff7K(PC).tbl byte position
C1 74,jafont_8.tex,C1,74,116,8,5,U+B01C,뀜,hangulfont_2.tex.png:0C,exact ff7K(PC).tbl byte position
C1 75,jafont_8.tex,C1,75,117,8,6,U+B01D,뀝,hangulfont_2.tex.png:0D,exact ff7K(PC).tbl byte position
C1 76,jafont_8.tex,C1,76,118,8,7,U+B028,뀨,hangulfont_2.tex.png:0E,exact ff7K(PC).tbl byte position
C1 77,jafont_8.tex,C1,77,119,8,8,U+B044,끄,hangulfont_2.tex.png:0F,exact ff7K(PC).tbl byte position
C1 78,jafont_8.tex,C1,78,120,8,9,U+B045,끅,hangulfont_2.tex.png:10,exact ff7K(PC).tbl byte position
C1 79,jafont_8.tex,C1,79,121,8,10,U+B048,끈,hangulfont_2.tex.png:11,exact ff7K(PC).tbl byte position
C1 7A,jafont_8.tex,C1,7A,122,8,11,U+B04A,끊,hangulfont_2.tex.png:12,exact ff7K(PC).tbl byte position
C1 7B,jafont_8.tex,C1,7B,123,8,12,U+B04C,끌,hangulfont_2.tex.png:13,exact ff7K(PC).tbl byte position
C1 7C,jafont_8.tex,C1,7C,124,8,13,U+B04E,끎,hangulfont_2.tex.png:14,exact ff7K(PC).tbl byte position
C1 7D,jafont_8.tex,C1,7D,125,8,14,U+B053,끓,hangulfont_2.tex.png:15,exact ff7K(PC).tbl byte position
C1 7E,jafont_8.tex,C1,7E,126,8,15,U+B054,끔,hangulfont_2.tex.png:16,exact ff7K(PC).tbl byte position
C1 7F,jafont_8.tex,C1,7F,127,8,16,U+B055,끕,hangulfont_2.tex.png:17,exact ff7K(PC).tbl byte position
C1 80,jafont_8.tex,C1,80,128,9,1,U+B057,끗,hangulfont_2.tex.png:18,exact ff7K(PC).tbl byte position
C1 81,jafont_8.tex,C1,81,129,9,2,U+B059,끙,hangulfont_2.tex.png:19,exact ff7K(PC).tbl byte position
C1 82,jafont_8.tex,C1,82,130,9,3,U+B05D,끝,hangulfont_2.tex.png:1A,exact ff7K(PC).tbl byte position
C1 83,jafont_8.tex,C1,83,131,9,4,U+B07C,끼,hangulfont_2.tex.png:1B,exact ff7K(PC).tbl byte position
C1 84,jafont_8.tex,C1,84,132,9,5,U+B07D,끽,hangulfont_2.tex.png:1C,exact ff7K(PC).tbl byte position
C1 85,jafont_8.tex,C1,85,133,9,6,U+B080,낀,hangulfont_2.tex.png:1D,exact ff7K(PC).tbl byte position
C1 86,jafont_8.tex,C1,86,134,9,7,U+B084,낄,hangulfont_2.tex.png:1E,exact ff7K(PC).tbl byte position
C1 87,jafont_8.tex,C1,87,135,9,8,U+B08C,낌,hangulfont_2.tex.png:1F,exact ff7K(PC).tbl byte position
C1 89,jafont_8.tex,C1,89,137,9,10,U+B08D,낍,hangulfont_2.tex.png:20,exact ff7K(PC).tbl byte position
C1 8A,jafont_8.tex,C1,8A,138,9,11,U+B08F,낏,hangulfont_2.tex.png:21,exact ff7K(PC).tbl byte position
C1 8B,jafont_8.tex,C1,8B,139,9,12,U+B091,낑,hangulfont_2.tex.png:22,exact ff7K(PC).tbl byte position
C1 8C,jafont_8.tex,C1,8C,140,9,13,U+B098,나,hangulfont_2.tex.png:23,exact ff7K(PC).tbl byte position
C1 8D,jafont_8.tex,C1,8D,141,9,14,U+B099,낙,hangulfont_2.tex.png:24,exact ff7K(PC).tbl byte position
C1 8E,jafont_8.tex,C1,8E,142,9,15,U+B09A,낚,hangulfont_2.tex.png:25,exact ff7K(PC).tbl byte position
C1 8F,jafont_8.tex,C1,8F,143,9,16,U+B09C,난,hangulfont_2.tex.png:26,exact ff7K(PC).tbl byte position
C1 90,jafont_8.tex,C1,90,144,10,1,U+B09F,낟,hangulfont_2.tex.png:27,exact ff7K(PC).tbl byte position
C1 91,jafont_8.tex,C1,91,145,10,2,U+B0A0,날,hangulfont_2.tex.png:28,exact ff7K(PC).tbl byte position
C1 92,jafont_8.tex,C1,92,146,10,3,U+B0A1,낡,hangulfont_2.tex.png:29,exact ff7K(PC).tbl byte position
C1 93,jafont_8.tex,C1,93,147,10,4,U+B0A2,낢,hangulfont_2.tex.png:2A,exact ff7K(PC).tbl byte position
C1 94,jafont_8.tex,C1,94,148,10,5,U+B0A8,남,hangulfont_2.tex.png:2B,exact ff7K(PC).tbl byte position
C1 95,jafont_8.tex,C1,95,149,10,6,U+B0A9,납,hangulfont_2.tex.png:2C,exact ff7K(PC).tbl byte position
C1 96,jafont_8.tex,C1,96,150,10,7,U+B0AB,낫,hangulfont_2.tex.png:2D,exact ff7K(PC).tbl byte position
C1 97,jafont_8.tex,C1,97,151,10,8,U+B0AC,났,hangulfont_2.tex.png:2E,exact ff7K(PC).tbl byte position
C1 98,jafont_8.tex,C1,98,152,10,9,U+B0AD,낭,hangulfont_2.tex.png:2F,exact ff7K(PC).tbl byte position
C1 99,jafont_8.tex,C1,99,153,10,10,U+B0AE,낮,hangulfont_2.tex.png:30,exact ff7K(PC).tbl byte position
C1 9A,jafont_8.tex,C1,9A,154,10,11,U+B0AF,낯,hangulfont_2.tex.png:31,exact ff7K(PC).tbl byte position
C1 9B,jafont_8.tex,C1,9B,155,10,12,U+B0B1,낱,hangulfont_2.tex.png:32,exact ff7K(PC).tbl byte position
C1 9C,jafont_8.tex,C1,9C,156,10,13,U+B0B3,낳,hangulfont_2.tex.png:33,exact ff7K(PC).tbl byte position
C1 9E,jafont_8.tex,C1,9E,158,10,15,U+B0B4,내,hangulfont_2.tex.png:34,exact ff7K(PC).tbl byte position
C1 9F,jafont_8.tex,C1,9F,159,10,16,U+B0B5,낵,hangulfont_2.tex.png:35,exact ff7K(PC).tbl byte position
C1 A0,jafont_8.tex,C1,A0,160,11,1,U+B0B8,낸,hangulfont_2.tex.png:36,exact ff7K(PC).tbl byte position
C1 A1,jafont_8.tex,C1,A1,161,11,2,U+B0BC,낼,hangulfont_2.tex.png:37,exact ff7K(PC).tbl byte position
C1 A2,jafont_8.tex,C1,A2,162,11,3,U+B0C4,냄,hangulfont_2.tex.png:38,exact ff7K(PC).tbl byte position
C1 A3,jafont_8.tex,C1,A3,163,11,4,U+B0C5,냅,hangulfont_2.tex.png:39,exact ff7K(PC).tbl byte position
C1 A4,jafont_8.tex,C1,A4,164,11,5,U+B0C7,냇,hangulfont_2.tex.png:3A,exact ff7K(PC).tbl byte position
C1 A5,jafont_8.tex,C1,A5,165,11,6,U+B0C8,냈,hangulfont_2.tex.png:3B,exact ff7K(PC).tbl byte position
C1 A6,jafont_8.tex,C1,A6,166,11,7,U+B0C9,냉,hangulfont_2.tex.png:3C,exact ff7K(PC).tbl byte position
C1 A7,jafont_8.tex,C1,A7,167,11,8,U+B0D0,냐,hangulfont_2.tex.png:3D,exact ff7K(PC).tbl byte position
C1 A8,jafont_8.tex,C1,A8,168,11,9,U+B0D1,냑,hangulfont_2.tex.png:3E,exact ff7K(PC).tbl byte position
C1 A9,jafont_8.tex,C1,A9,169,11,10,U+B0D4,냔,hangulfont_2.tex.png:3F,exact ff7K(PC).tbl byte position
C1 AA,jafont_8.tex,C1,AA,170,11,11,U+B0D8,냘,hangulfont_2.tex.png:40,exact ff7K(PC).tbl byte position
C1 AB,jafont_8.tex,C1,AB,171,11,12,U+B0E0,냠,hangulfont_2.tex.png:41,exact ff7K(PC).tbl byte position
C1 AC,jafont_8.tex,C1,AC,172,11,13,U+B0E5,냥,hangulfont_2.tex.png:42,exact ff7K(PC).tbl byte position
C1 AD,jafont_8.tex,C1,AD,173,11,14,U+B108,너,hangulfont_2.tex.png:43,exact ff7K(PC).tbl byte position
C1 AE,jafont_8.tex,C1,AE,174,11,15,U+B109,넉,hangulfont_2.tex.png:44,exact ff7K(PC).tbl byte position
C1 AF,jafont_8.tex,C1,AF,175,11,16,U+B10B,넋,hangulfont_2.tex.png:45,exact ff7K(PC).tbl byte position
C1 B0,jafont_8.tex,C1,B0,176,12,1,U+B10C,넌,hangulfont_2.tex.png:46,exact ff7K(PC).tbl byte position
C1 B1,jafont_8.tex,C1,B1,177,12,2,U+B110,널,hangulfont_2.tex.png:47,exact ff7K(PC).tbl byte position
C1 B3,jafont_8.tex,C1,B3,179,12,4,U+B112,넒,hangulfont_2.tex.png:48,exact ff7K(PC).tbl byte position
C1 B4,jafont_8.tex,C1,B4,180,12,5,U+B113,넓,hangulfont_2.tex.png:49,exact ff7K(PC).tbl byte position
C1 B5,jafont_8.tex,C1,B5,181,12,6,U+B118,넘,hangulfont_2.tex.png:4A,exact ff7K(PC).tbl byte position
C1 B6,jafont_8.tex,C1,B6,182,12,7,U+B119,넙,hangulfont_2.tex.png:4B,exact ff7K(PC).tbl byte position
C1 B7,jafont_8.tex,C1,B7,183,12,8,U+B11B,넛,hangulfont_2.tex.png:4C,exact ff7K(PC).tbl byte position
C1 B8,jafont_8.tex,C1,B8,184,12,9,U+B11C,넜,hangulfont_2.tex.png:4D,exact ff7K(PC).tbl byte position
C1 B9,jafont_8.tex,C1,B9,185,12,10,U+B11D,넝,hangulfont_2.tex.png:4E,exact ff7K(PC).tbl byte position
C1 BA,jafont_8.tex,C1,BA,186,12,11,U+B123,넣,hangulfont_2.tex.png:4F,exact ff7K(PC).tbl byte position
C1 BB,jafont_8.tex,C1,BB,187,12,12,U+B124,네,hangulfont_2.tex.png:50,exact ff7K(PC).tbl byte position
C1 BC,jafont_8.tex,C1,BC,188,12,13,U+B125,넥,hangulfont_2.tex.png:51,exact ff7K(PC).tbl byte position
C1 BD,jafont_8.tex,C1,BD,189,12,14,U+B128,넨,hangulfont_2.tex.png:52,exact ff7K(PC).tbl byte position
C1 BE,jafont_8.tex,C1,BE,190,12,15,U+B12C,넬,hangulfont_2.tex.png:53,exact ff7K(PC).tbl byte position
C1 BF,jafont_8.tex,C1,BF,191,12,16,U+B134,넴,hangulfont_2.tex.png:54,exact ff7K(PC).tbl byte position
C2 00,jafont_9.tex,C2,00,0,1,1,U+B135,넵,hangulfont_2.tex.png:55,exact ff7K(PC).tbl byte position
C2 01,jafont_9.tex,C2,01,1,1,2,U+B137,넷,hangulfont_2.tex.png:56,exact ff7K(PC).tbl byte position
C2 02,jafont_9.tex,C2,02,2,1,3,U+B138,넸,hangulfont_2.tex.png:57,exact ff7K(PC).tbl byte position
C2 03,jafont_9.tex,C2,03,3,1,4,U+B139,넹,hangulfont_2.tex.png:58,exact ff7K(PC).tbl byte position
C2 04,jafont_9.tex,C2,04,4,1,5,U+B140,녀,hangulfont_2.tex.png:59,exact ff7K(PC).tbl byte position
C2 05,jafont_9.tex,C2,05,5,1,6,U+B141,녁,hangulfont_2.tex.png:5A,exact ff7K(PC).tbl byte position
C2 06,jafont_9.tex,C2,06,6,1,7,U+B144,년,hangulfont_2.tex.png:5B,exact ff7K(PC).tbl byte position
C2 07,jafont_9.tex,C2,07,7,1,8,U+B148,녈,hangulfont_2.tex.png:5C,exact ff7K(PC).tbl byte position
C2 08,jafont_9.tex,C2,08,8,1,9,U+B150,념,hangulfont_2.tex.png:5D,exact ff7K(PC).tbl byte position
C2 09,jafont_9.tex,C2,09,9,1,10,U+B151,녑,hangulfont_2.tex.png:5E,exact ff7K(PC).tbl byte position
C2 0B,jafont_9.tex,C2,0B,11,1,12,U+B154,녔,hangulfont_2.tex.png:5F,exact ff7K(PC).tbl byte position
C2 0C,jafont_9.tex,C2,0C,12,1,13,U+B155,녕,hangulfont_2.tex.png:60,exact ff7K(PC).tbl byte position
C2 0D,jafont_9.tex,C2,0D,13,1,14,U+B158,녘,hangulfont_2.tex.png:61,exact ff7K(PC).tbl byte position
C2 0E,jafont_9.tex,C2,0E,14,1,15,U+B15C,녜,hangulfont_2.tex.png:62,exact ff7K(PC).tbl byte position
C2 0F,jafont_9.tex,C2,0F,15,1,16,U+B160,녠,hangulfont_2.tex.png:63,exact ff7K(PC).tbl byte position
C2 10,jafont_9.tex,C2,10,16,2,1,U+B178,노,hangulfont_2.tex.png:64,exact ff7K(PC).tbl byte position
C2 11,jafont_9.tex,C2,11,17,2,2,U+B179,녹,hangulfont_2.tex.png:65,exact ff7K(PC).tbl byte position
C2 12,jafont_9.tex,C2,12,18,2,3,U+B17C,논,hangulfont_2.tex.png:66,exact ff7K(PC).tbl byte position
C2 13,jafont_9.tex,C2,13,19,2,4,U+B180,놀,hangulfont_2.tex.png:67,exact ff7K(PC).tbl byte position
C2 14,jafont_9.tex,C2,14,20,2,5,U+B182,놂,hangulfont_2.tex.png:68,exact ff7K(PC).tbl byte position
C2 15,jafont_9.tex,C2,15,21,2,6,U+B188,놈,hangulfont_2.tex.png:69,exact ff7K(PC).tbl byte position
C2 16,jafont_9.tex,C2,16,22,2,7,U+B189,놉,hangulfont_2.tex.png:6A,exact ff7K(PC).tbl byte position
C2 17,jafont_9.tex,C2,17,23,2,8,U+B18B,놋,hangulfont_2.tex.png:6B,exact ff7K(PC).tbl byte position
C2 18,jafont_9.tex,C2,18,24,2,9,U+B18D,농,hangulfont_2.tex.png:6C,exact ff7K(PC).tbl byte position
C2 19,jafont_9.tex,C2,19,25,2,10,U+B192,높,hangulfont_2.tex.png:6D,exact ff7K(PC).tbl byte position
C2 1A,jafont_9.tex,C2,1A,26,2,11,U+B193,놓,hangulfont_2.tex.png:6E,exact ff7K(PC).tbl byte position
C2 1B,jafont_9.tex,C2,1B,27,2,12,U+B194,놔,hangulfont_2.tex.png:6F,exact ff7K(PC).tbl byte position
C2 1C,jafont_9.tex,C2,1C,28,2,13,U+B198,놘,hangulfont_2.tex.png:70,exact ff7K(PC).tbl byte position
C2 1D,jafont_9.tex,C2,1D,29,2,14,U+B19C,놜,hangulfont_2.tex.png:71,exact ff7K(PC).tbl byte position
C2 1E,jafont_9.tex,C2,1E,30,2,15,U+B1A8,놨,hangulfont_2.tex.png:72,exact ff7K(PC).tbl byte position
C2 20,jafont_9.tex,C2,20,32,3,1,U+B1CC,뇌,hangulfont_2.tex.png:73,exact ff7K(PC).tbl byte position
C2 21,jafont_9.tex,C2,21,33,3,2,U+B1D0,뇐,hangulfont_2.tex.png:74,exact ff7K(PC).tbl byte position
C2 22,jafont_9.tex,C2,22,34,3,3,U+B1D4,뇔,hangulfont_2.tex.png:75,exact ff7K(PC).tbl byte position
C2 23,jafont_9.tex,C2,23,35,3,4,U+B1DC,뇜,hangulfont_2.tex.png:76,exact ff7K(PC).tbl byte position
C2 24,jafont_9.tex,C2,24,36,3,5,U+B1DD,뇝,hangulfont_2.tex.png:77,exact ff7K(PC).tbl byte position
C2 25,jafont_9.tex,C2,25,37,3,6,U+B1DF,뇟,hangulfont_2.tex.png:78,exact ff7K(PC).tbl byte position
C2 26,jafont_9.tex,C2,26,38,3,7,U+B1E8,뇨,hangulfont_2.tex.png:79,exact ff7K(PC).tbl byte position
C2 27,jafont_9.tex,C2,27,39,3,8,U+B1E9,뇩,hangulfont_2.tex.png:7A,exact ff7K(PC).tbl byte position
C2 28,jafont_9.tex,C2,28,40,3,9,U+B1EC,뇬,hangulfont_2.tex.png:7B,exact ff7K(PC).tbl byte position
C2 29,jafont_9.tex,C2,29,41,3,10,U+B1F0,뇰,hangulfont_2.tex.png:7C,exact ff7K(PC).tbl byte position
C2 2A,jafont_9.tex,C2,2A,42,3,11,U+B1F9,뇹,hangulfont_2.tex.png:7D,exact ff7K(PC).tbl byte position
C2 2B,jafont_9.tex,C2,2B,43,3,12,U+B1FB,뇻,hangulfont_2.tex.png:7E,exact ff7K(PC).tbl byte position
C2 2C,jafont_9.tex,C2,2C,44,3,13,U+B1FD,뇽,hangulfont_2.tex.png:7F,exact ff7K(PC).tbl byte position
C2 2D,jafont_9.tex,C2,2D,45,3,14,U+B204,누,hangulfont_2.tex.png:80,exact ff7K(PC).tbl byte position
C2 2E,jafont_9.tex,C2,2E,46,3,15,U+B205,눅,hangulfont_2.tex.png:81,exact ff7K(PC).tbl byte position
C2 2F,jafont_9.tex,C2,2F,47,3,16,U+B208,눈,hangulfont_2.tex.png:82,exact ff7K(PC).tbl byte position
C2 30,jafont_9.tex,C2,30,48,4,1,U+B20B,눋,hangulfont_2.tex.png:83,exact ff7K(PC).tbl byte position
C2 31,jafont_9.tex,C2,31,49,4,2,U+B20C,눌,hangulfont_2.tex.png:84,exact ff7K(PC).tbl byte position
C2 32,jafont_9.tex,C2,32,50,4,3,U+B214,눔,hangulfont_2.tex.png:85,exact ff7K(PC).tbl byte position
C2 33,jafont_9.tex,C2,33,51,4,4,U+B215,눕,hangulfont_2.tex.png:86,exact ff7K(PC).tbl byte position
C2 35,jafont_9.tex,C2,35,53,4,6,U+B217,눗,hangulfont_2.tex.png:87,exact ff7K(PC).tbl byte position
C2 36,jafont_9.tex,C2,36,54,4,7,U+B219,눙,hangulfont_2.tex.png:88,exact ff7K(PC).tbl byte position
C2 37,jafont_9.tex,C2,37,55,4,8,U+B220,눠,hangulfont_2.tex.png:89,exact ff7K(PC).tbl byte position
C2 38,jafont_9.tex,C2,38,56,4,9,U+B234,눴,hangulfont_2.tex.png:8A,exact ff7K(PC).tbl byte position
C2 39,jafont_9.tex,C2,39,57,4,10,U+B23C,눼,hangulfont_2.tex.png:8B,exact ff7K(PC).tbl byte position
C2 3A,jafont_9.tex,C2,3A,58,4,11,U+B258,뉘,hangulfont_2.tex.png:8C,exact ff7K(PC).tbl byte position
C2 3B,jafont_9.tex,C2,3B,59,4,12,U+B25C,뉜,hangulfont_2.tex.png:8D,exact ff7K(PC).tbl byte position
C2 3C,jafont_9.tex,C2,3C,60,4,13,U+B260,뉠,hangulfont_2.tex.png:8E,exact ff7K(PC).tbl byte position
C2 3D,jafont_9.tex,C2,3D,61,4,14,U+B268,뉨,hangulfont_2.tex.png:8F,exact ff7K(PC).tbl byte position
C2 3E,jafont_9.tex,C2,3E,62,4,15,U+B269,뉩,hangulfont_2.tex.png:90,exact ff7K(PC).tbl byte position
C2 3F,jafont_9.tex,C2,3F,63,4,16,U+B274,뉴,hangulfont_2.tex.png:91,exact ff7K(PC).tbl byte position
C2 40,jafont_9.tex,C2,40,64,5,1,U+B275,뉵,hangulfont_2.tex.png:92,exact ff7K(PC).tbl byte position
C2 41,jafont_9.tex,C2,41,65,5,2,U+B27C,뉼,hangulfont_2.tex.png:93,exact ff7K(PC).tbl byte position
C2 42,jafont_9.tex,C2,42,66,5,3,U+B284,늄,hangulfont_2.tex.png:94,exact ff7K(PC).tbl byte position
C2 43,jafont_9.tex,C2,43,67,5,4,U+B285,늅,hangulfont_2.tex.png:95,exact ff7K(PC).tbl byte position
C2 44,jafont_9.tex,C2,44,68,5,5,U+B289,늉,hangulfont_2.tex.png:96,exact ff7K(PC).tbl byte position
C2 45,jafont_9.tex,C2,45,69,5,6,U+B290,느,hangulfont_2.tex.png:97,exact ff7K(PC).tbl byte position
C2 46,jafont_9.tex,C2,46,70,5,7,U+B291,늑,hangulfont_2.tex.png:98,exact ff7K(PC).tbl byte position
C2 47,jafont_9.tex,C2,47,71,5,8,U+B294,는,hangulfont_2.tex.png:99,exact ff7K(PC).tbl byte position
